uai;type_etab;nom_etablissement;adresse;code_postal;commune;position;voie_generale;voie_techno;voie_pro;etab_mere;nbeleves;voie_gt;rentree_scolaire;nombre_d_eleves;2ndes_gt;_merge;nbeleves_est;2des_est
0520685M;Lycée;Lycée privé Oudinot;Route de Neuilly;52000.0;Chaumont;48.07826872133118, 5.146349983144674;1.0;1.0;0.0;;198.0;True;2022.0;198.0;80.0;both;198.0;80.0
0761742F;Lycée;Lycée Val de Seine;11 avenue Georges Braque;76124.0;Le Grand-Quevilly;49.40086622175484, 1.0409838961726123;1.0;1.0;0.0;;1192.0;True;2022.0;1192.0;341.0;both;1192.0;341.0
0721094Y;Lycée;Lycée polyvalent Le Mans sud;128 rue Henri Champion;72058.0;Le Mans;47.982359336610465, 0.22807727956556145;1.0;1.0;1.0;;1478.0;True;2022.0;1009.0;326.0;both;1009.0;326.0
0240024W;Lycée;Lycée Bertran de Born;1 rue Charles Mangold;24001.0;Périgueux;45.179895765365664, 0.7199718419735732;1.0;1.0;0.0;;809.0;True;2022.0;791.0;263.0;both;791.0;263.0
0340011C;Lycée;Lycée polyvalent Jean Moulin;Avenue des Martyrs de la Résistance;34521.0;Béziers;43.341574183041544, 3.234960537620778;1.0;1.0;1.0;;2415.0;True;2022.0;1546.0;554.0;both;1546.0;554.0
0711896A;Lycée;Lycée privé polyvalent Saint-Charles;3 rue Général Giraud;71100.0;Chalon-sur-Saône;46.791478243455316, 4.8573367186051195;1.0;1.0;1.0;;820.0;True;2022.0;339.0;113.0;both;339.0;113.0
0330126H;Lycée;Lycée polyvalent Victor Louis;2 avenue de Thouars;33405.0;Talence;44.80165353236588, -0.5935881467244964;1.0;1.0;1.0;;1499.0;True;2022.0;1179.0;410.0;both;1179.0;410.0
0130161E;Lycée;Lycée polyvalent Adam de Craponne;218 rue Chateauredon;13651.0;Salon-de-Provence;43.63515769102387, 5.0976098962831475;1.0;1.0;1.0;;2053.0;True;2022.0;1415.0;485.0;both;1415.0;485.0
0450049J;Lycée;Lycée Pothier;2 bis rue Marcel Proust;45044.0;Orléans;47.90904043343224, 1.9096906014945063;1.0;1.0;0.0;;1226.0;True;2022.0;1213.0;421.0;both;1213.0;421.0
0360008N;Lycée;Lycée Jean Giraudoux;31 avenue Marcel Lemoine;36000.0;Châteauroux;46.81668794808298, 1.6959304269967654;1.0;0.0;0.0;;847.0;True;2022.0;847.0;337.0;both;847.0;337.0
0221571N;Lycée;Lycée et section d'enseignement professionnel Kerraoul;Avenue Gabriel le Bras;22502.0;Paimpol;48.78105692591972, -3.0582401299432918;1.0;1.0;1.0;;450.0;True;2022.0;349.0;111.0;both;349.0;111.0
0660856X;Lycée;Lycée polyvalent Rosa Luxemburg;2 avenue Jean Moulin;66141.0;Canet-en-Roussillon;42.7021403534779, 3.0275534429153588;1.0;1.0;1.0;;1313.0;True;2022.0;1088.0;387.0;both;1088.0;387.0
0300021K;Lycée;Lycée Alphonse Daudet;3 boulevard Victor Hugo;30039.0;Nîmes;43.83535568858276, 4.357249473256298;1.0;1.0;0.0;;1540.0;True;2022.0;1540.0;514.0;both;1540.0;514.0
0490838V;Lycée;Lycée Saint-Louis;47 rue d'Alsace;49400.0;Saumur;47.25809944538331, -0.08463939757073399;1.0;1.0;0.0;;699.0;True;2022.0;699.0;278.0;both;699.0;278.0
0440086E;Lycée;Lycée La Colinière;129 rue du Landreau;44319.0;Nantes;47.23679414709965, -1.5124099058282097;1.0;1.0;0.0;;1099.0;True;2022.0;1099.0;325.0;both;1099.0;325.0
0592916Z;Lycée;Lycée Notre-Dame de Grâce;13 rue de la Croix;59602.0;Maubeuge;50.276791021567234, 3.9759099873260664;1.0;1.0;0.0;;372.0;True;2022.0;372.0;153.0;both;372.0;153.0
0131402D;Lycée;Lycée polyvalent Charles Péguy;102 rue Sylvabelle;13006.0;Marseille;43.28823223279467, 5.374769721783571;1.0;1.0;1.0;;333.0;True;2022.0;221.0;45.0;both;221.0;45.0
0831440P;Lycée;Lycée Albert Camus;560 rue Henri Giraud;83600.0;Fréjus;43.44370179926916, 6.753955959792752;1.0;1.0;1.0;;1128.0;True;2022.0;886.0;336.0;both;886.0;336.0
0810959C;Lycée;Lycée polyvalent La Borde Basse;rue Comte Emmanuel de las Cases;81100.0;Castres;43.62633593322299, 2.261182314282154;1.0;1.0;1.0;;1764.0;True;2022.0;1537.0;518.0;both;1537.0;518.0
0130038W;Lycée;Lycée Marseilleveyre;83 Traverse Parangon;13285.0;Marseille;43.23883962245833, 5.377749616457136;1.0;0.0;0.0;;1087.0;True;2022.0;1087.0;406.0;both;1087.0;406.0
0400017B;Lycée;Lycée Victor Duruy;260 avenue Nonères;40002.0;Mont-de-Marsan;43.89683574692274, -0.5017428219339044;1.0;1.0;0.0;;847.0;True;2022.0;847.0;320.0;both;847.0;320.0
0620059C;Lycée;Lycée polyvalent Léo Lagrange;Rue Victor Schoelcher;62160.0;Bully-les-Mines;50.43788404286816, 2.71239976939606;1.0;1.0;1.0;;1004.0;True;2022.0;434.0;164.0;both;434.0;164.0
0380033E;Lycée;Lycée polyvalent Vaucanson;27 rue Anatole France;38030.0;Grenoble;45.17098601541509, 5.708619688817393;1.0;1.0;1.0;;835.0;True;2022.0;521.0;182.0;both;521.0;182.0
0180005H;Lycée;Lycée Henri Alain-Fournier;50 rue Stéphane Mallarmé;18028.0;Bourges;47.10050314893511, 2.4137697241098746;1.0;0.0;0.0;;837.0;True;2022.0;837.0;334.0;both;837.0;334.0
0630034V;Lycée;Lycée général et technologique Murat;27 boulevard Pasteur;63500.0;Issoire;45.551032262097316, 3.2471398648941263;1.0;1.0;0.0;;975.0;True;2022.0;975.0;331.0;both;975.0;331.0
0190012K;Lycée;Lycée polyvalent Simone Veil;rue Evariste Galois;19311.0;Brive-la-Gaillarde;45.15973399909736, 1.5184630396062848;0.0;1.0;1.0;;828.0;True;2022.0;462.0;102.0;both;462.0;102.0
0690035N;Lycée;Lycée Auguste et Louis Lumière;50 boulevard des Etats-Unis;69372.0;Lyon;45.736111824015936, 4.862068356620208;1.0;1.0;0.0;;1140.0;True;2022.0;1129.0;314.0;both;1129.0;314.0
9740054R;Lycée;Lycée général et technologique Lislet Geoffroy;15 rue Christol de Sigoyer;97491.0;Saint-Denis;-20.89056698757068, 55.467240245510105;1.0;1.0;0.0;;811.0;True;2022.0;811.0;290.0;both;811.0;290.0
0630077S;Lycée;Lycée général et technologique Ambroise Brugière;44 rue des Planchettes;63039.0;Clermont-Ferrand;45.801142937523025, 3.1095495845124868;1.0;1.0;0.0;;948.0;True;2022.0;948.0;326.0;both;948.0;326.0
0350808N;Lycée;Lycée Jeanne d'Arc;13 place de la République;35503.0;Vitré;48.125135831190526, -1.2087594302337825;1.0;0.0;0.0;;1010.0;True;2022.0;676.0;252.0;both;676.0;252.0
0332870R;Lycée;Lycée polyvalent de la mer;Port de la Barbotière;33470.0;Gujan-Mestras;44.64323992457065, -1.0584109279953071;1.0;1.0;1.0;;1189.0;True;2022.0;806.0;282.0;both;806.0;282.0
0260008T;Lycée;Lycée général du Diois;Avenue Sadi Carnot;26150.0;Die;44.75677988240906, 5.366639067119506;1.0;0.0;0.0;;257.0;True;2022.0;257.0;102.0;both;257.0;102.0
0940822H;Lycée;Lycée Claude Nicolas Ledoux;30 rue de la paix;94307.0;Vincennes;48.850012788351584, 2.431686502445798;1.0;1.0;0.0;;543.0;True;2022.0;543.0;169.0;both;543.0;169.0
0031044U;Lycée;Lycée polyvalent Geneviève Vincent;15 boulevard du Général de Gaulle;3600.0;Commentry;46.292347295313554, 2.734951132317106;0.0;1.0;1.0;;313.0;True;2022.0;73.0;16.0;both;73.0;16.0
0640001D;Lycée;Lycée polyvalent Cantau;1 allée de Cantau;64600.0;Anglet;43.47581153106424, -1.5111723465138018;1.0;1.0;1.0;;1150.0;True;2022.0;755.0;234.0;both;755.0;234.0
0694543N;Lycée;Lycée polyvalent Arnaud Beltrame;10E rue Jean Jaurès;69330.0;Meyzieu;45.77013296069678, 5.013142617950975;1.0;0.0;1.0;;;True;;;;left_only;646.0;235.0
0912161E;Lycée;Lycée polyvalent Saint Léon;8 quai de l'Essonne;91100.0;Corbeil-Essonnes;48.60889389138185, 2.483327899047391;1.0;1.0;1.0;;743.0;True;2022.0;608.0;210.0;both;608.0;210.0
0820004J;Lycée;Lycée polyvalent Jean de Prades;route de Toulouse;82102.0;Castelsarrasin;44.02798774749814, 1.1384612622669155;1.0;1.0;1.0;;802.0;True;2022.0;399.0;163.0;both;399.0;163.0
0490003M;Lycée;Lycée polyvalent Chevrollier;2 rue Adrien Recouvreur;49035.0;Angers;47.45435034132608, -0.5569974847068891;1.0;1.0;1.0;;1611.0;True;2022.0;1343.0;433.0;both;1343.0;433.0
0310040A;Lycée;Lycée polyvalent Raymond Naves;139 route d'Albi;31018.0;Toulouse;43.63826281869856, 1.4627798494426274;1.0;1.0;1.0;;1615.0;True;2022.0;1300.0;354.0;both;1300.0;354.0
0332846P;Lycée;Lycée des Graves;238 cours Général-de-Gaulle;33170.0;Gradignan;44.76094352966088, -0.6217753621737448;1.0;0.0;0.0;;1401.0;True;2022.0;1401.0;513.0;both;1401.0;513.0
9730464S;Lycée;Ensemble Scolaire Cécile Cheviet;31 allée des citronnelles;97320.0;Saint-Laurent-du-Maroni;5.488274173256373, -54.017207030476136;1.0;0.0;1.0;;;True;;;;left_only;646.0;235.0
0754325U;Lycée;Lycée privé Beth Hanna;49-51 rue Petit;75019.0;Paris;48.88554661371878, 2.3856562924528557;1.0;0.0;0.0;;241.0;True;2022.0;241.0;82.0;both;241.0;82.0
0572027U;Lycée;Lycée polyvalent Rosa Parks;7 Impasse Colbert;57100.0;Thionville;49.36513842729554, 6.147740334126684;1.0;1.0;1.0;;1443.0;True;2022.0;974.0;237.0;both;974.0;237.0
0710071S;Lycée;Lycée général et technologique Gabriel Voisin;Rue Saint-Jean;71700.0;Tournus;46.57425204976764, 4.906754322738555;1.0;1.0;0.0;;433.0;True;2022.0;433.0;157.0;both;433.0;157.0
0311131L;Lycée;Lycée polyvalent privé Sainte-Thérèse;16 rue du Bugatet;31800.0;Saint-Gaudens;43.105090299028824, 0.7220397950041894;1.0;0.0;1.0;;234.0;True;2022.0;148.0;52.0;both;148.0;52.0
0580008U;Lycée;Lycée polyvalent Romain Rolland;7 rue Pablo Neruda;58503.0;Clamecy;47.45732887478148, 3.5305405467747026;1.0;1.0;1.0;;335.0;True;2022.0;267.0;94.0;both;267.0;94.0
9741087N;Lycée;Lycée polyvalent Boisjoly Potier;1 rue Ignaz Pleyel;97839.0;Le Tampon;-21.249857133024022, 55.524731982853666;1.0;1.0;1.0;;1191.0;True;2022.0;539.0;165.0;both;539.0;165.0
0330027A;Lycée;Lycée François Mauriac;1 rue Henri Dunant;33015.0;Bordeaux;44.839353543802865, -0.555575332926838;1.0;1.0;0.0;;1365.0;True;2022.0;1365.0;493.0;both;1365.0;493.0
0580753D;Lycée;Lycée général et technologique Alain Colas;Rue Destutt de Tracy;58000.0;Nevers;46.98315173868798, 3.1294300647593456;1.0;1.0;0.0;;613.0;True;2022.0;613.0;237.0;both;613.0;237.0
6200063Z;Lycée;Lycée polyvalent  Jean-Paul de Rocca Serra;rue Vincentellu d'Istria;20137.0;Porto-Vecchio;41.60006018407599, 9.270291682713243;1.0;1.0;1.0;;798.0;True;2022.0;652.0;198.0;both;652.0;198.0
7200123W;Lycée;Lycée polyvalent  de Balagne;Avenue Paul Bisgambiglia;20220.0;L'Ile-Rousse;42.63216343183385, 8.943994592624286;1.0;1.0;1.0;;429.0;True;2022.0;351.0;120.0;both;351.0;120.0
0010006B;Lycée;Lycée polyvalent Saint-Exupéry;15 avenue Saint-Exupéry;1206.0;Valserhône;46.112483631110365, 5.8182922501165235;1.0;1.0;1.0;;949.0;True;2022.0;561.0;203.0;both;561.0;203.0
0211928G;Lycée;Lycée international Charles de Gaulle;25 avenue Touzet du Vigier;21000.0;Dijon;47.349172077861134, 5.042366309595201;1.0;0.0;0.0;;1066.0;True;2022.0;1066.0;405.0;both;1066.0;405.0
0590024F;Lycée;Lycée des Nerviens;Place Charles de Gaulle;59570.0;Bavay;50.298610453598606, 3.794680671485113;1.0;0.0;0.0;;362.0;True;2022.0;362.0;147.0;both;362.0;147.0
0540076P;Lycée;Lycée polyvalent Jean Zay;2 rue de la Tuilerie;54800.0;Jarny;49.157726724319154, 5.87557929731831;1.0;1.0;1.0;;1127.0;True;2022.0;596.0;201.0;both;596.0;201.0
0860035W;Lycée;Lycée Camille Guérin;33 rue de la Gibauderie;86022.0;Poitiers;46.567621103067914, 0.3657594611817887;1.0;1.0;0.0;;829.0;True;2022.0;829.0;273.0;both;829.0;273.0
0630021F;Lycée;Lycée polyvalent La Fayette;21 boulevard Robert Schuman;63064.0;Clermont-Ferrand;45.76306434162292, 3.131089759662574;1.0;1.0;1.0;;1098.0;True;2022.0;745.0;270.0;both;745.0;270.0
0270026G;Lycée;Lycée Louise Michel;23 rue d'Eragny;27140.0;Gisors;49.28598667224969, 1.7799600835649738;1.0;1.0;1.0;;1412.0;True;2022.0;943.0;349.0;both;943.0;349.0
0610698C;Lycée;Lycée Saint-Thomas d'Aquin;1 place Claudius Duperron;61100.0;Flers;48.7491796874165, -0.5654002186050983;1.0;1.0;1.0;;632.0;True;2022.0;476.0;162.0;both;476.0;162.0
0080045F;Lycée;Lycée Pierre Bayle;2 Rue Dominique Billaudelle;8200.0;Sedan;49.69317661994865, 4.945413731532238;1.0;1.0;0.0;;838.0;True;2022.0;838.0;294.0;both;838.0;294.0
0690275Z;Lycée;Lycée agro-viticole Bel Air;394 route Henry Fessy;69220.0;Belleville-en-Beaujolais;46.116284158028634, 4.70522260519587;0.0;1.0;1.0;;;True;;;;left_only;646.0;146.0
0530949U;Lycée;Lycée polyvalent Raoul Vadepied;Boulevard Rossignol;53600.0;Evron;48.15215604323232, -0.3993806372392612;1.0;0.0;1.0;;484.0;True;2022.0;284.0;99.0;both;284.0;99.0
0670005S;Lycée;Lycée André Maurois;1 rue du lycée;67242.0;Bischwiller;48.77832938281306, 7.846765242693399;1.0;1.0;0.0;;687.0;True;2022.0;687.0;251.0;both;687.0;251.0
0671636P;Lycée;Lycée privé ORT;14 rue Sellénick;67083.0;Strasbourg;48.59064495068661, 7.750662913844539;0.0;1.0;0.0;;180.0;True;2022.0;142.0;45.0;both;142.0;45.0
0670071N;Lycée;Lycée Docteur Koeberlé;8 boulevard Charlemagne;67604.0;Sélestat;48.26305112957781, 7.456954571564161;1.0;1.0;0.0;;967.0;True;2022.0;967.0;312.0;both;967.0;312.0
0342410K;Lycée;Lycée privé Leon Còrdas;657 rue de la Croix verte - Parc Euromédecine;34090.0;Montpellier;43.64584761877983, 3.8406743536645167;1.0;0.0;0.0;;5.0;True;2022.0;5.0;5.0;both;5.0;5.0
0360024F;Lycée;Lycée polyvalent Balzac d'Alembert;8 rue de la Limoise;36105.0;Issoudun;46.95598902707797, 2.000379639919609;1.0;1.0;1.0;;674.0;True;2022.0;353.0;121.0;both;353.0;121.0
0171418Z;Lycée;Lycée Antoine de Saint-Exupéry;Allée De Lattre de Tassigny;17028.0;La Rochelle;46.15695241418322, -1.1816503041638526;1.0;1.0;0.0;;843.0;True;2022.0;843.0;300.0;both;843.0;300.0
0180036S;Lycée;Lycée polyvalent Henri Brisson;25 avenue Henri Brisson;18108.0;Vierzon;47.228429397163445, 2.062540081985133;1.0;1.0;1.0;;555.0;True;2022.0;310.0;133.0;both;310.0;133.0
0830050D;Lycée;Lycée Beaussier;Place Galilée;83512.0;La Seyne-sur-Mer;43.100072844126316, 5.8783155783849335;1.0;1.0;0.0;;1389.0;True;2022.0;1389.0;512.0;both;1389.0;512.0
0390012B;Lycée;Lycée général Charles Nodier;6 Grande Rue;39107.0;Dole;47.090376124524894, 5.493179464618114;1.0;0.0;0.0;;715.0;True;2022.0;715.0;260.0;both;715.0;260.0
0660014G;Lycée;Lycée polyvalent Pablo Picasso;120 avenue du Général Jean Gilles;66028.0;Perpignan;42.697492452148346, 2.9260079022900802;1.0;1.0;1.0;;2158.0;True;2022.0;1305.0;492.0;both;1305.0;492.0
0542208G;Lycée;Lycée des métiers de l'hôtellerie-restauration et de l'alimentation Stanislas;468 rue de Vandoeuvre;54600.0;Villers-lès-Nancy;48.66290099025871, 6.151910547682995;1.0;1.0;1.0;;794.0;True;2022.0;581.0;172.0;both;581.0;172.0
0830098F;Lycée;Lycée Externat Saint-Joseph (La Cordeille);2229 route de Faveyrolles;83190.0;Ollioules;43.13915680772493, 5.880876443365616;1.0;0.0;0.0;;417.0;True;2022.0;417.0;149.0;both;417.0;149.0
0753820V;Lycée;Lycée privé des Francs Bourgeois - La Salle;21 rue Saint-Antoine;75004.0;Paris;48.853545230810866, 2.3657844012416454;1.0;1.0;0.0;;808.0;True;2022.0;808.0;278.0;both;808.0;278.0
0762964J;Lycée;Lycée Le Corbusier;340 avenue de l'Université;76800.0;Saint-Etienne-du-Rouvray;49.38694946080445, 1.0655499338792473;0.0;1.0;1.0;;590.0;True;2022.0;80.0;26.0;both;80.0;26.0
0490828J;Lycée;Lycée général et technologique Dom Sortais;3 rue Mongazon;49602.0;Beaupréau-en-Mauges;47.19823198229807, -0.996455448626727;1.0;1.0;0.0;;635.0;True;2022.0;635.0;247.0;both;635.0;247.0
0600002B;Lycée;Lycée polyvalent Paul Langevin;3 avenue Montaigne;60954.0;Beauvais;49.4150526818292, 2.108599765329404;1.0;1.0;1.0;;1381.0;True;2022.0;1068.0;390.0;both;1068.0;390.0
0380053B;Lycée;Lycée polyvalent Pravaz;257 rue du pré St Martin;38480.0;Le Pont-de-Beauvoisin;45.54080759174159, 5.670090381791166;1.0;1.0;1.0;;1073.0;True;2022.0;758.0;256.0;both;758.0;256.0
0060031B;Lycée;Lycée Albert Calmette;5 avenue du Maréchal Foch;6050.0;Nice;43.70401307338582, 7.2713763871002195;1.0;1.0;0.0;;1294.0;True;2022.0;1294.0;384.0;both;1294.0;384.0
0750654D;Lycée;Lycée Henri-IV;23 rue Clovis;75005.0;Paris;48.846358457166815, 2.3473846168330463;1.0;0.0;0.0;;824.0;True;2022.0;824.0;241.0;both;824.0;241.0
0230051F;Lycée;Lycée polyvalent Jean Favard;27 route de Courtille;23000.0;Guéret;46.16763472828431, 1.8557334973159072;1.0;1.0;1.0;;707.0;True;2022.0;604.0;196.0;both;604.0;196.0
0750698B;Lycée;Lycée Claude Bernard;1 avenue du Parc des Princes;75016.0;Paris;48.8419754563088, 2.254942359765863;1.0;1.0;0.0;;623.0;True;2022.0;623.0;205.0;both;623.0;205.0
0030026M;Lycée;Lycée polyvalent Paul Constans;Rue Christophe Thivrier;3107.0;Montluçon;46.334726063733704, 2.5776894520201377;1.0;1.0;1.0;;1386.0;True;2022.0;868.0;305.0;both;868.0;305.0
0450064A;Lycée;Lycée polyvalent Henri Gaudier-Brzeska;40 avenue Denis Papin;45800.0;Saint-Jean-de-Braye;47.91153482623823, 1.9482204622035304;0.0;1.0;1.0;;508.0;True;2022.0;49.0;0.0;both;49.0;-51.0
0560016N;Lycée;Lycée Brocéliande;Bellevue;56383.0;Guer;47.95010329767666, -2.1386899263948513;1.0;1.0;1.0;;659.0;True;2022.0;477.0;172.0;both;477.0;172.0
0590212K;Lycée;Lycée Gambetta;80 boulevard Gambetta;59208.0;Tourcoing;50.71267987272852, 3.156950601176176;1.0;0.0;0.0;;887.0;True;2022.0;887.0;341.0;both;887.0;341.0
0420979L;Lycée;Lycée Tézenas du Montcel;14-16 place Girodet;42000.0;Saint-Etienne;45.447987881905675, 4.380589476799199;1.0;1.0;0.0;;308.0;True;2022.0;308.0;88.0;both;308.0;88.0
0311902Z;Lycée;Lycée général et technologique Stéphane Hessel;44 chemin Cassaing;31079.0;Toulouse;43.61613609499977, 1.4758401040015245;1.0;1.0;0.0;;1246.0;True;2022.0;1246.0;336.0;both;1246.0;336.0
0800011C;Lycée;Lycée Edouard Gand;70 boulevard de Saint-Quentin;80000.0;Amiens;49.8791074014261, 2.2971710512012264;0.0;1.0;0.0;;388.0;True;2022.0;388.0;71.0;both;388.0;71.0
0190083M;Lycée;Lycée polyvalent privé Bahuet;41 bis avenue Edmond Michelet;19316.0;Brive-la-Gaillarde;45.14509191540276, 1.5320401260670642;0.0;1.0;1.0;;327.0;True;2022.0;130.0;23.0;both;130.0;23.0
0850028U;Lycée;Lycée polyvalent Edouard Branly;5 boulevard Edouard Branly;85006.0;La Roche-sur-Yon;46.67421847152482, -1.4419439014403423;0.0;1.0;1.0;;663.0;True;2022.0;44.0;0.0;both;44.0;-52.0
9720695Y;Lycée;Lycée polyvalent Acajou II;Quartier Acajou;97232.0;Le Lamentin;14.630145547141383, -61.01459973372056;1.0;1.0;1.0;;709.0;True;2022.0;559.0;212.0;both;559.0;212.0
0281047L;Lycée;Lycée Fulbert;62 rue Saint Cheron;28011.0;Chartres;48.44571828486869, 1.5081499052757152;1.0;1.0;0.0;;1183.0;True;2022.0;1183.0;395.0;both;1183.0;395.0
0492123S;Lycée;Lycée polyvalent Jean Moulin;1 place Jean Moulin;49017.0;Angers;47.49133245870875, -0.5499195559262553;1.0;1.0;1.0;;730.0;True;2022.0;596.0;183.0;both;596.0;183.0
0541270M;Lycée;Lycée des métiers des sciences et techniques de l'électricité et de la maintenance Jean Hanzelet;79 place de Trey;54701.0;Pont-à-Mousson;48.90928595851366, 6.0565706332061;1.0;1.0;1.0;;758.0;True;2022.0;307.0;140.0;both;307.0;140.0
0590121L;Lycée;Lycée Baggio;332 boulevard d'Alsace;59000.0;Lille;50.61704679945079, 3.0683106686912387;1.0;1.0;0.0;;576.0;True;2022.0;576.0;171.0;both;576.0;171.0
0380049X;Lycée;Lycée polyvalent de la Matheysine;3 rue Lesdiguières;38350.0;La Mure;44.90330321730095, 5.784139590184829;1.0;1.0;1.0;;474.0;True;2022.0;337.0;111.0;both;337.0;111.0
0300023M;Lycée;Lycée Albert Camus;51 avenue Georges Pompidou;30911.0;Nîmes;43.835490864132446, 4.345540040607138;1.0;1.0;0.0;;1417.0;True;2022.0;1417.0;457.0;both;1417.0;457.0
0650012K;Lycée;Lycée général Michelet;rue du stade;65303.0;Lannemezan;43.126781154269686, 0.3866903727779903;1.0;0.0;0.0;;467.0;True;2022.0;467.0;193.0;both;467.0;193.0
0141175B;Lycée;Lycée général et technologique Institut Lemonnier;60 rue d'Hérouville;14013.0;Caen;49.19260720875303, -0.35116936536710613;1.0;1.0;0.0;;172.0;True;2022.0;172.0;57.0;both;172.0;57.0
0690082P;Lycée;Lycée Jean Perrin;48 rue Pierre Baizet;69338.0;Lyon;45.78839500419585, 4.80919956497604;1.0;1.0;0.0;;733.0;True;2022.0;733.0;231.0;both;733.0;231.0
0631669X;Lycée;Lycée polyvalent Valery Giscard d'Estaing;Voie Romaine;63400.0;Chamalières;45.776718414488506, 3.0506505466708926;1.0;1.0;1.0;;918.0;True;2022.0;658.0;202.0;both;658.0;202.0
0240032E;Lycée;Lycée Arnaut Daniel;Rue Couleau;24600.0;Ribérac;45.24324033399209, 0.3343801041471483;1.0;1.0;0.0;;418.0;True;2022.0;418.0;146.0;both;418.0;146.0
0690032K;Lycée;Lycée Juliette Récamier;57 rue de la Charité;69287.0;Lyon;45.75219537955357, 4.831210420797867;1.0;1.0;0.0;;584.0;True;2022.0;584.0;168.0;both;584.0;168.0
0741669M;Lycée;Lycée polyvalent Roger Frison-Roche;Promenade du Fori;74401.0;Chamonix-Mont-Blanc;45.9262067092714, 6.872170569445059;1.0;0.0;1.0;;477.0;True;2022.0;368.0;132.0;both;368.0;132.0
0142133T;Lycée;Lycée Laplace - Dumont d'Urville;130 rue de la Délivrande;14075.0;Caen;49.196305291353106, -0.3572198237634757;1.0;1.0;1.0;;1591.0;True;2022.0;1083.0;362.0;both;1083.0;362.0
0880030E;Lycée;Lycée La Haie Griselle;25 chemin des Epinettes;88407.0;Gérardmer;48.07747000955214, 6.873102674882346;1.0;0.0;0.0;;473.0;True;2022.0;473.0;152.0;both;473.0;152.0
0592833J;Lycée;Lycée professionnel Les Hauts de Flandre;Avenue Jude Blanckaert;59474.0;Seclin;50.54395279699628, 3.0259298337521656;0.0;1.0;1.0;;434.0;True;2022.0;42.0;11.0;both;42.0;11.0
0180024D;Lycée;Lycée polyvalent Jean Moulin;45 rue Jean Moulin;18206.0;Saint-Amand-Montrond;46.733733770628966, 2.5147100373041282;1.0;1.0;1.0;;497.0;True;2022.0;497.0;138.0;both;497.0;138.0
0800009A;Lycée;Lycée Louis Thuillier;70 boulevard de Saint-Quentin;80000.0;Amiens;49.8791074014261, 2.2971710512012264;1.0;0.0;0.0;;1059.0;True;2022.0;1059.0;371.0;both;1059.0;371.0
0590065A;Lycée;Lycée polyvalent Elisa Lemonnier;817 rue Charles Bourseul;59508.0;Douai;50.37711075196482, 3.0699795420155365;1.0;1.0;1.0;;575.0;True;2022.0;575.0;182.0;both;575.0;182.0
0460493L;Lycée;Lycée polyvalent Gaston Monnerville;rue Georges Sand;46005.0;Cahors;44.46354320618618, 1.4550500739231473;1.0;1.0;0.0;;579.0;True;2022.0;403.0;151.0;both;403.0;151.0
0650885J;Lycée;Lycée polyvalent privé Notre-Dame de Garaison;2 route du Cier Garaison;65670.0;Monléon-Magnoac;43.221802000800714, 0.5062284157453536;1.0;1.0;1.0;;223.0;True;2022.0;147.0;49.0;both;147.0;49.0
0771940R;Lycée;Lycée polyvalent Simone Veil;1 avenue Pierre Mendès France;77186.0;Noisiel;48.8407880173237, 2.6163182274782533;1.0;1.0;1.0;;1078.0;True;2022.0;606.0;221.0;both;606.0;221.0
0830042V;Lycée;Lycée Antoine de Saint-Exupéry;270 avenue de Valescure;83703.0;Saint-Raphaël;43.42767392098569, 6.771535543819928;1.0;1.0;1.0;;1600.0;True;2022.0;1253.0;411.0;both;1253.0;411.0
0350769W;Lycée;Lycée polyvalent J-B Le Taillandier - site Notre-Dame des Marais;9 bis rue Eugène Pacory;35304.0;Fougères;48.35701821014686, -1.204440051028482;1.0;1.0;0.0;;1134.0;True;2022.0;747.0;227.0;both;747.0;227.0
0650014M;Lycée;Lycée polyvalent de l'Arrouza;28 boulevard Roger Cazenave;65107.0;Lourdes;43.089743809727544, -0.048792547074023015;0.0;1.0;1.0;;204.0;True;2022.0;31.0;0.0;both;31.0;-57.0
0750681H;Lycée;Lycée polyvalent ESAA-Ecole Boulle;9 rue Pierre Bourdan;75571.0;Paris;48.84675109836026, 2.3915084460464024;0.0;1.0;0.0;;332.0;True;2022.0;184.0;29.0;both;184.0;29.0
9730421V;Lycée;Lycée polyvalent Léopold Elfort;Terre rouge;97360.0;Mana;5.650132779133688, -53.74172015927563;1.0;1.0;1.0;;836.0;True;2022.0;265.0;98.0;both;265.0;98.0
9840394F;Lycée;Lycée Samuel Raapoto;PK 3 5 ARUE;98713.0;Papeete;;1.0;1.0;1.0;;855.0;True;2022.0;695.0;248.0;both;695.0;248.0
0692717D;Lycée;Lycée polyvalent Jacques Brel;2 rue Albert Jacquard;69200.0;Vénissieux;45.69477592170397, 4.880679591934738;1.0;1.0;0.0;;997.0;True;2022.0;640.0;206.0;both;640.0;206.0
0330018R;Lycée;Lycée polyvalent Léonard de Vinci;24 rue du Collège Technique;33290.0;Blanquefort;44.91232182890992, -0.6200151101422832;0.0;1.0;1.0;;725.0;True;2022.0;133.0;35.0;both;133.0;35.0
9730423X;Lycée;Lycée polyvalent Lama-Prévot;quartier de moulin à vent;97354.0;Rémire-Montjoly;4.907017272508402, -52.27780064715585;1.0;0.0;1.0;;1084.0;True;2022.0;706.0;326.0;both;706.0;326.0
